;v0.3.135e10_exEcai-3ag_ECAI_Clique_3All
Product of nb of {confirm context} received (stddev) ;0.0;
Product of nb of {confirm context} received (min) ;144;
Product of nb of {confirm context} received (max) ;144;
Product of total size of {confirm context} received (avg) ;2446136.0;
Product of total size of {confirm context} received (stddev) ;0.0;
Product of total size of {confirm context} received (min) ;2446136;
Product of total size of {confirm context} received (max) ;2446136;
Product of max size of {confirm context} received (avg) ;114688.0;
Product of max size of {confirm context} received (stddev) ;0.0;
Product of max size of {confirm context} received (min) ;114688;
Product of max size of {confirm context} received (max) ;114688;
Product of min size of {confirm context} received (avg) ;80.0;
Product of min size of {confirm context} received (stddev) ;0.0;
Product of min size of {confirm context} received (min) ;80;
Product of min size of {confirm context} received (max) ;80;
Max of nb of {confirm context} received (avg) ;6.0;
Max of nb of {confirm context} received (stddev) ;0.0;
Max of nb of {confirm context} received (min) ;6;
Max of nb of {confirm context} received (max) ;6;
Max of total size of {confirm context} received (avg) ;209.0;
Max of total size of {confirm context} received (stddev) ;0.0;
Max of total size of {confirm context} received (min) ;209;
Max of total size of {confirm context} received (max) ;209;
Max of max size of {confirm context} received (avg) ;64.0;
Max of max size of {confirm context} received (stddev) ;0.0;
Max of max size of {confirm context} received (min) ;64;
Max of max size of {confirm context} received (max) ;64;
Max of min size of {confirm context} received (avg) ;20.0;
Max of min size of {confirm context} received (stddev) ;0.0;
Max of min size of {confirm context} received (min) ;20;
Max of min size of {confirm context} received (max) ;20;
Min of nb of {confirm context} received (avg) ;4.0;
Min of nb of {confirm context} received (stddev) ;0.0;
Min of nb of {confirm context} received (min) ;4;
Min of nb of {confirm context} received (max) ;4;
Min of total size of {confirm context} received (avg) ;76.0;
Min of total size of {confirm context} received (stddev) ;0.0;
Min of total size of {confirm context} received (min) ;76;
Min of total size of {confirm context} received (max) ;76;
Min of max size of {confirm context} received (avg) ;28.0;
Min of max size of {confirm context} received (stddev) ;0.0;
Min of max size of {confirm context} received (min) ;28;
Min of max size of {confirm context} received (max) ;28;
Min of min size of {confirm context} received (avg) ;2.0;
Min of min size of {confirm context} received (stddev) ;0.0;
Min of min size of {confirm context} received (min) ;2;
Min of min size of {confirm context} received (max) ;2;
Sum of nb of {confirm context} received (avg) ;16.0;
Sum of nb of {confirm context} received (stddev) ;0.0;
Sum of nb of {confirm context} received (min) ;16;
Sum of nb of {confirm context} received (max) ;16;
Sum of total size of {confirm context} received (avg) ;439.0;
Sum of total size of {confirm context} received (stddev) ;0.0;
Sum of total size of {confirm context} received (min) ;439;
Sum of total size of {confirm context} received (max) ;439;
Sum of max size of {confirm context} received (avg) ;156.0;
Sum of max size of {confirm context} received (stddev) ;0.0;
Sum of max size of {confirm context} received (min) ;156;
Sum of max size of {confirm context} received (max) ;156;
Sum of min size of {confirm context} received (avg) ;24.0;
Sum of min size of {confirm context} received (stddev) ;0.0;
Sum of min size of {confirm context} received (min) ;24;
Sum of min size of {confirm context} received (max) ;24;
Average of nb of {confirm context} received (avg) ;5.333333333333334;
Average of nb of {confirm context} received (stddev) ;8.881784197001252E-16;
Average of nb of {confirm context} received (min) ;5.333333333333333;
Average of nb of {confirm context} received (max) ;5.333333333333333;
Average of total size of {confirm context} received (avg) ;146.33333333333331;
Average of total size of {confirm context} received (stddev) ;2.8421709430404007E-14;
Average of total size of {confirm context} received (min) ;146.33333333333334;
Average of total size of {confirm context} received (max) ;146.33333333333334;
Average of max size of {confirm context} received (avg) ;52.0;
Average of max size of {confirm context} received (stddev) ;0.0;
Average of max size of {confirm context} received (min) ;52.0;
Average of max size of {confirm context} received (max) ;52.0;
Average of min size of {confirm context} received (avg) ;8.0;
Average of min size of {confirm context} received (stddev) ;0.0;
Average of min size of {confirm context} received (min) ;8.0;
Average of min size of {confirm context} received (max) ;8.0;
Standard deviation of nb of {confirm context} received (avg) ;0.9428090415820634;
Standard deviation of nb of {confirm context} received (stddev) ;0.0;
Standard deviation of nb of {confirm context} received (min) ;0.9428090415820634;
Standard deviation of nb of {confirm context} received (max) ;0.9428090415820634;
Standard deviation of total size of {confirm context} received (avg) ;54.566982283754314;
Standard deviation of total size of {confirm context} received (stddev) ;1.4210854715202004E-14;
Standard deviation of total size of {confirm context} received (min) ;54.5669822837543;
Standard deviation of total size of {confirm context} received (max) ;54.5669822837543;
Standard deviation of max size of {confirm context} received (avg) ;16.97056274847714;
Standard deviation of max size of {confirm context} received (stddev) ;0.0;
Standard deviation of max size of {confirm context} received (min) ;16.97056274847714;
Standard deviation of max size of {confirm context} received (max) ;16.97056274847714;
Standard deviation of min size of {confirm context} received (avg) ;8.48528137423857;
Standard deviation of min size of {confirm context} received (stddev) ;0.0;
Standard deviation of min size of {confirm context} received (min) ;8.48528137423857;
Standard deviation of min size of {confirm context} received (max) ;8.48528137423857;
Product of nb of {deny} received (avg) ;8.0;
Product of nb of {deny} received (stddev) ;0.0;
Product of nb of {deny} received (min) ;8;
Product of nb of {deny} received (max) ;8;
Product of total size of {deny} received (avg) ;104544.0;
Product of total size of {deny} received (stddev) ;0.0;
Product of total size of {deny} received (min) ;104544;
Product of total size of {deny} received (max) ;104544;
Product of max size of {deny} received (avg) ;15488.0;
Product of max size of {deny} received (stddev) ;0.0;
Product of max size of {deny} received (min) ;15488;
Product of max size of {deny} received (max) ;15488;
Product of min size of {deny} received (avg) ;10648.0;
Product of min size of {deny} received (stddev) ;0.0;
Product of min size of {deny} received (min) ;10648;
Product of min size of {deny} received (max) ;10648;
Max of nb of {deny} received (avg) ;2.0;
Max of nb of {deny} received (stddev) ;0.0;
Max of nb of {deny} received (min) ;2;
Max of nb of {deny} received (max) ;2;
Max of total size of {deny} received (avg) ;54.0;
Max of total size of {deny} received (stddev) ;0.0;
Max of total size of {deny} received (min) ;54;
Max of total size of {deny} received (max) ;54;
Max of max size of {deny} received (avg) ;32.0;
Max of max size of {deny} received (stddev) ;0.0;
Max of max size of {deny} received (min) ;32;
Max of max size of {deny} received (max) ;32;
Max of min size of {deny} received (avg) ;22.0;
Max of min size of {deny} received (stddev) ;0.0;
Max of min size of {deny} received (min) ;22;
Max of min size of {deny} received (max) ;22;
Min of nb of {deny} received (avg) ;2.0;
Min of nb of {deny} received (stddev) ;0.0;
Min of nb of {deny} received (min) ;2;
Min of nb of {deny} received (max) ;2;
Min of total size of {deny} received (avg) ;44.0;
Min of total size of {deny} received (stddev) ;0.0;
Min of total size of {deny} received (min) ;44;
Min of total size of {deny} received (max) ;44;
Min of max size of {deny} received (avg) ;22.0;
Min of max size of {deny} received (stddev) ;0.0;
Min of max size of {deny} received (min) ;22;
Min of max size of {deny} received (max) ;22;
Min of min size of {deny} received (avg) ;22.0;
Min of min size of {deny} received (stddev) ;0.0;
Min of min size of {deny} received (min) ;22;
Min of min size of {deny} received (max) ;22;
Sum of nb of {deny} received (avg) ;6.0;
Sum of nb of {deny} received (stddev) ;0.0;
Sum of nb of {deny} received (min) ;6;
Sum of nb of {deny} received (max) ;6;
Sum of total size of {deny} received (avg) ;142.0;
Sum of total size of {deny} received (stddev) ;0.0;
Sum of total size of {deny} received (min) ;142;
Sum of total size of {deny} received (max) ;142;
Sum of max size of {deny} received (avg) ;76.0;
Sum of max size of {deny} received (stddev) ;0.0;
Sum of max size of {deny} received (min) ;76;
Sum of max size of {deny} received (max) ;76;
Sum of min size of {deny} received (avg) ;66.0;
Sum of min size of {deny} received (stddev) ;0.0;
Sum of min size of {deny} received (min) ;66;
Sum of min size of {deny} received (max) ;66;
Average of nb of {deny} received (avg) ;2.0;
Average of nb of {deny} received (stddev) ;0.0;
Average of nb of {deny} received (min) ;2.0;
Average of nb of {deny} received (max) ;2.0;
Average of total size of {deny} received (avg) ;47.33333333333333;
Average of total size of {deny} received (stddev) ;7.105427357601002E-15;
Average of total size of {deny} received (min) ;47.333333333333336;
Average of total size of {deny} received (max) ;47.333333333333336;
Average of max size of {deny} received (avg) ;25.333333333333336;
Average of max size of {deny} received (stddev) ;3.552713678800501E-15;
Average of max size of {deny} received (min) ;25.333333333333332;
Average of max size of {deny} received (max) ;25.333333333333332;
Average of min size of {deny} received (avg) ;22.0;
Average of min size of {deny} received (stddev) ;0.0;
Average of min size of {deny} received (min) ;22.0;
Average of min size of {deny} received (max) ;22.0;
Standard deviation of nb of {deny} received (avg) ;0.0;
Standard deviation of nb of {deny} received (stddev) ;0.0;
Standard deviation of nb of {deny} received (min) ;0.0;
Standard deviation of nb of {deny} received (max) ;0;
Standard deviation of total size of {deny} received (avg) ;4.714045207910317;
Standard deviation of total size of {deny} received (stddev) ;0.0;
Standard deviation of total size of {deny} received (min) ;4.714045207910317;
Standard deviation of total size of {deny} received (max) ;4.714045207910317;
Standard deviation of max size of {deny} received (avg) ;4.714045207910316;
Standard deviation of max size of {deny} received (stddev) ;0.0;
Standard deviation of max size of {deny} received (min) ;4.714045207910316;
Standard deviation of max size of {deny} received (max) ;4.714045207910316;
Standard deviation of min size of {deny} received (avg) ;0.0;
Standard deviation of min size of {deny} received (stddev) ;0.0;
Standard deviation of min size of {deny} received (min) ;0.0;
Standard deviation of min size of {deny} received (max) ;0;
Product of nb of {propose} received (avg) ;216.0;
Product of nb of {propose} received (stddev) ;0.0;
Product of nb of {propose} received (min) ;216;
Product of nb of {propose} received (max) ;216;
Product of total size of {propose} received (avg) ;8306584.0;
Product of total size of {propose} received (stddev) ;0.0;
Product of total size of {propose} received (min) ;8306584;
Product of total size of {propose} received (max) ;8306584;
Product of max size of {propose} received (avg) ;248368.0;
Product of max size of {propose} received (stddev) ;0.0;
Product of max size of {propose} received (min) ;248368;
Product of max size of {propose} received (max) ;248368;
Product of min size of {propose} received (avg) ;3168.0;
Product of min size of {propose} received (stddev) ;0.0;
