;v0.3.136e1_DAREschedule_ECAI-CL_DARE_8All
Standard deviation of nb of {accept request} received (max) ;1.9364916731037085;
Standard deviation of total size of {accept request} received (avg) ;16.132265804901678;
Standard deviation of total size of {accept request} received (stddev) ;0.0;
Standard deviation of total size of {accept request} received (min) ;16.132265804901678;
Standard deviation of total size of {accept request} received (max) ;16.132265804901678;
Standard deviation of max size of {accept request} received (avg) ;5.5;
Standard deviation of max size of {accept request} received (stddev) ;0.0;
Standard deviation of max size of {accept request} received (min) ;5.5;
Standard deviation of max size of {accept request} received (max) ;5.5;
Standard deviation of min size of {accept request} received (avg) ;5.5;
Standard deviation of min size of {accept request} received (stddev) ;0.0;
Standard deviation of min size of {accept request} received (min) ;5.5;
Standard deviation of min size of {accept request} received (max) ;5.5;
Product of nb of {confirm context} received (avg) ;1680.0;
Product of nb of {confirm context} received (stddev) ;0.0;
Product of nb of {confirm context} received (min) ;1680;
Product of nb of {confirm context} received (max) ;1680;
Product of total size of {confirm context} received (avg) ;1.935092544E10;
Product of total size of {confirm context} received (stddev) ;0.0;
Product of total size of {confirm context} received (min) ;19350925440;
Product of total size of {confirm context} received (max) ;19350925440;
Product of max size of {confirm context} received (avg) ;4.566456E7;
Product of max size of {confirm context} received (stddev) ;0.0;
Product of max size of {confirm context} received (min) ;45664560;
Product of max size of {confirm context} received (max) ;45664560;
Product of min size of {confirm context} received (avg) ;3456.0;
Product of min size of {confirm context} received (stddev) ;0.0;
Product of min size of {confirm context} received (min) ;3456;
Product of min size of {confirm context} received (max) ;3456;
Max of nb of {confirm context} received (avg) ;35.0;
Max of nb of {confirm context} received (stddev) ;0.0;
Max of nb of {confirm context} received (min) ;35;
Max of nb of {confirm context} received (max) ;35;
Max of total size of {confirm context} received (avg) ;3135.0;
Max of total size of {confirm context} received (stddev) ;0.0;
Max of total size of {confirm context} received (min) ;3135;
Max of total size of {confirm context} received (max) ;3135;
Max of max size of {confirm context} received (avg) ;145.0;
Max of max size of {confirm context} received (stddev) ;0.0;
Max of max size of {confirm context} received (min) ;145;
Max of max size of {confirm context} received (max) ;145;
Max of min size of {confirm context} received (avg) ;27.0;
Max of min size of {confirm context} received (stddev) ;0.0;
Max of min size of {confirm context} received (min) ;27;
Max of min size of {confirm context} received (max) ;27;
Min of nb of {confirm context} received (avg) ;1.0;
Min of nb of {confirm context} received (stddev) ;0.0;
Min of nb of {confirm context} received (min) ;1;
Min of nb of {confirm context} received (max) ;1;
Min of total size of {confirm context} received (avg) ;2.0;
Min of total size of {confirm context} received (stddev) ;0.0;
Min of total size of {confirm context} received (min) ;2;
Min of total size of {confirm context} received (max) ;2;
Min of max size of {confirm context} received (avg) ;2.0;
Min of max size of {confirm context} received (stddev) ;0.0;
Min of max size of {confirm context} received (min) ;2;
Min of max size of {confirm context} received (max) ;2;
Min of min size of {confirm context} received (avg) ;2.0;
Min of min size of {confirm context} received (stddev) ;0.0;
Min of min size of {confirm context} received (min) ;2;
Min of min size of {confirm context} received (max) ;2;
Sum of nb of {confirm context} received (avg) ;50.0;
Sum of nb of {confirm context} received (stddev) ;0.0;
Sum of nb of {confirm context} received (min) ;50;
Sum of nb of {confirm context} received (max) ;50;
Sum of total size of {confirm context} received (avg) ;3365.0;
Sum of total size of {confirm context} received (stddev) ;0.0;
Sum of total size of {confirm context} received (min) ;3365;
Sum of total size of {confirm context} received (max) ;3365;
Sum of max size of {confirm context} received (avg) ;234.0;
Sum of max size of {confirm context} received (stddev) ;0.0;
Sum of max size of {confirm context} received (min) ;234;
Sum of max size of {confirm context} received (max) ;234;
Sum of min size of {confirm context} received (avg) ;41.0;
Sum of min size of {confirm context} received (stddev) ;0.0;
Sum of min size of {confirm context} received (min) ;41;
Sum of min size of {confirm context} received (max) ;41;
Average of nb of {confirm context} received (avg) ;6.25;
Average of nb of {confirm context} received (stddev) ;0.0;
Average of nb of {confirm context} received (min) ;6.25;
Average of nb of {confirm context} received (max) ;6.25;
Average of total size of {confirm context} received (avg) ;420.625;
Average of total size of {confirm context} received (stddev) ;0.0;
Average of total size of {confirm context} received (min) ;420.625;
Average of total size of {confirm context} received (max) ;420.625;
Average of max size of {confirm context} received (avg) ;29.25;
Average of max size of {confirm context} received (stddev) ;0.0;
Average of max size of {confirm context} received (min) ;29.25;
Average of max size of {confirm context} received (max) ;29.25;
Average of min size of {confirm context} received (avg) ;5.125;
Average of min size of {confirm context} received (stddev) ;0.0;
Average of min size of {confirm context} received (min) ;5.125;
Average of min size of {confirm context} received (max) ;5.125;
Standard deviation of nb of {confirm context} received (avg) ;10.940178243520533;
Standard deviation of nb of {confirm context} received (stddev) ;0.0;
Standard deviation of nb of {confirm context} received (min) ;10.940178243520533;
Standard deviation of nb of {confirm context} received (max) ;10.940178243520533;
Standard deviation of total size of {confirm context} received (avg) ;1026.5081511488352;
Standard deviation of total size of {confirm context} received (stddev) ;0.0;
Standard deviation of total size of {confirm context} received (min) ;1026.5081511488352;
Standard deviation of total size of {confirm context} received (max) ;1026.5081511488352;
Standard deviation of max size of {confirm context} received (avg) ;45.254143456704604;
Standard deviation of max size of {confirm context} received (stddev) ;0.0;
Standard deviation of max size of {confirm context} received (min) ;45.254143456704604;
Standard deviation of max size of {confirm context} received (max) ;45.254143456704604;
Standard deviation of min size of {confirm context} received (avg) ;8.267972847076846;
Standard deviation of min size of {confirm context} received (stddev) ;0.0;
Standard deviation of min size of {confirm context} received (min) ;8.267972847076846;
Standard deviation of min size of {confirm context} received (max) ;8.267972847076846;
Product of nb of {deny} received (avg) ;-5.0;
Product of nb of {deny} received (stddev) ;0.0;
Product of nb of {deny} received (min) ;-5;
Product of nb of {deny} received (max) ;0;
Product of total size of {deny} received (avg) ;-121945.0;
Product of total size of {deny} received (stddev) ;0.0;
Product of total size of {deny} received (min) ;-121945;
Product of total size of {deny} received (max) ;0;
Product of max size of {deny} received (avg) ;-24389.0;
Product of max size of {deny} received (stddev) ;0.0;
Product of max size of {deny} received (min) ;-24389;
Product of max size of {deny} received (max) ;0;
Product of min size of {deny} received (avg) ;-24389.0;
Product of min size of {deny} received (stddev) ;0.0;
Product of min size of {deny} received (min) ;-24389;
Product of min size of {deny} received (max) ;0;
Max of nb of {deny} received (avg) ;5.0;
Max of nb of {deny} received (stddev) ;0.0;
Max of nb of {deny} received (min) ;5;
Max of nb of {deny} received (max) ;5;
Max of total size of {deny} received (avg) ;145.0;
Max of total size of {deny} received (stddev) ;0.0;
Max of total size of {deny} received (min) ;145;
Max of total size of {deny} received (max) ;145;
Max of max size of {deny} received (avg) ;29.0;
Max of max size of {deny} received (stddev) ;0.0;
Max of max size of {deny} received (min) ;29;
Max of max size of {deny} received (max) ;29;
Max of min size of {deny} received (avg) ;29.0;
Max of min size of {deny} received (stddev) ;0.0;
Max of min size of {deny} received (min) ;29;
Max of min size of {deny} received (max) ;29;
Min of nb of {deny} received (avg) ;-1.0;
Min of nb of {deny} received (stddev) ;0.0;
Min of nb of {deny} received (min) ;-1;
Min of nb of {deny} received (max) ;0;
Min of total size of {deny} received (avg) ;-1.0;
Min of total size of {deny} received (stddev) ;0.0;
Min of total size of {deny} received (min) ;-1;
Min of total size of {deny} received (max) ;0;
Min of max size of {deny} received (avg) ;-1.0;
Min of max size of {deny} received (stddev) ;0.0;
Min of max size of {deny} received (min) ;-1;
Min of max size of {deny} received (max) ;0;
Min of min size of {deny} received (avg) ;-1.0;
Min of min size of {deny} received (stddev) ;0.0;
Min of min size of {deny} received (min) ;-1;
Min of min size of {deny} received (max) ;0;
Sum of nb of {deny} received (avg) ;2.0;
Sum of nb of {deny} received (stddev) ;0.0;
Sum of nb of {deny} received (min) ;2;
Sum of nb of {deny} received (max) ;2;
Sum of total size of {deny} received (avg) ;198.0;
Sum of total size of {deny} received (stddev) ;0.0;
Sum of total size of {deny} received (min) ;198;
Sum of total size of {deny} received (max) ;198;
Sum of max size of {deny} received (avg) ;82.0;
Sum of max size of {deny} received (stddev) ;0.0;
Sum of max size of {deny} received (min) ;82;
Sum of max size of {deny} received (max) ;82;
Sum of min size of {deny} received (avg) ;82.0;
Sum of min size of {deny} received (stddev) ;0.0;
Sum of min size of {deny} received (min) ;82;
Sum of min size of {deny} received (max) ;82;
Average of nb of {deny} received (avg) ;0.25;
Average of nb of {deny} received (stddev) ;0.0;
Average of nb of {deny} received (min) ;0.25;
Average of nb of {deny} received (max) ;0.25;
Average of total size of {deny} received (avg) ;24.75;
Average of total size of {deny} received (stddev) ;0.0;
Average of total size of {deny} received (min) ;24.75;
Average of total size of {deny} received (max) ;24.75;
Average of max size of {deny} received (avg) ;10.25;
Average of max size of {deny} received (stddev) ;0.0;
Average of max size of {deny} received (min) ;10.25;
Average of max size of {deny} received (max) ;10.25;
Average of min size of {deny} received (avg) ;10.25;
Average of min size of {deny} received (stddev) ;0.0;
Average of min size of {deny} received (min) ;10.25;
Average of min size of {deny} received (max) ;10.25;
